time,Yaw,Vel,Ideal Vel L,Ideal Vel R,Vel L,Vel R,Cur X,Cur Y,Ideal x,Ideal y,Next Pos x,Next Pos y,L,dX,Theta,Curvature,velDif,Closest idx,left pos,right pos,Distance
0.0,-111.227026,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.001727,-1.938520,0.008805,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.227026,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.001727,-1.938520,0.008805,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.227026,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.001727,-1.938520,0.008805,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.183081,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.001247,-1.938520,0.006356,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
0.0,-111.139135,-0.000000,0.000000,-0.000000,0.000000,0.000000,1.378066,13.398135,1.377921,13.397763,1.152877,12.813605,0.626406,0.000767,-1.938520,0.003907,-0.000000,0,-7.569900,-8.626366,0.626406
